Activity type,Duration,From,To,Comment
Housework,1:03,4/18/2021 3:20,4/18/2021 4:23,
Internet,0:55,4/18/2021 2:24,4/18/2021 3:20,
Housework,0:11,4/18/2021 2:12,4/18/2021 2:24,
Sleep,2:12,4/18/2021 0:00,4/18/2021 2:12,
Sleep-ternet,0:13,4/17/2021 23:46,4/18/2021 0:00,
Internet,0:46,4/17/2021 23:00,4/17/2021 23:46,
Gaming,1:20,4/17/2021 21:39,4/17/2021 23:00,
Internet,0:03,4/17/2021 21:36,4/17/2021 21:39,
Work,2:10,4/17/2021 19:25,4/17/2021 21:36,
Admin,0:00,4/17/2021 19:25,4/17/2021 19:25,
Housework,0:12,4/17/2021 19:13,4/17/2021 19:25,
Getting Ready,0:13,4/17/2021 19:00,4/17/2021 19:13,
Sleep-ternet,1:22,4/17/2021 17:37,4/17/2021 19:00,
Getting Ready,0:07,4/17/2021 17:30,4/17/2021 17:37,
Work,1:20,4/17/2021 16:10,4/17/2021 17:30,
"""Reading""",0:09,4/17/2021 16:01,4/17/2021 16:10,
Entertainment,0:10,4/17/2021 15:51,4/17/2021 16:01,
Linda,1:21,4/17/2021 14:30,4/17/2021 15:51,
Internet,1:43,4/17/2021 12:46,4/17/2021 14:30,
Makin'/Fixin',1:00,4/17/2021 11:45,4/17/2021 12:46,
Eat,0:38,4/17/2021 11:06,4/17/2021 11:45,
Transport,0:31,4/17/2021 10:35,4/17/2021 11:06,
"""Reading""",0:31,4/17/2021 10:03,4/17/2021 10:35,
Sport,3:48,4/17/2021 6:15,4/17/2021 10:03,
Thesis,0:54,4/17/2021 5:21,4/17/2021 6:15,
Gaming,0:53,4/17/2021 4:28,4/17/2021 5:21,
Housework,0:28,4/17/2021 3:59,4/17/2021 4:28,
Getting Ready,0:00,4/17/2021 3:59,4/17/2021 3:59,
Sleep-ternet,0:27,4/17/2021 3:31,4/17/2021 3:59,
Internet,0:56,4/17/2021 2:35,4/17/2021 3:31,
Eat,0:13,4/17/2021 2:21,4/17/2021 2:35,
Sleep-ternet,0:41,4/17/2021 1:40,4/17/2021 2:21,
Sleep,7:50,4/16/2021 17:50,4/17/2021 1:40,
Sleep-ternet,0:53,4/16/2021 16:57,4/16/2021 17:50,
Linda,2:15,4/16/2021 14:41,4/16/2021 16:57,
Thesis,1:18,4/16/2021 13:23,4/16/2021 14:41,
Thesis,0:35,4/16/2021 12:48,4/16/2021 13:23,
Sleep-ternet,0:29,4/16/2021 12:18,4/16/2021 12:48,
Thesis,1:35,4/16/2021 10:43,4/16/2021 12:18,
Internet,0:09,4/16/2021 10:33,4/16/2021 10:43,
Eat,0:23,4/16/2021 10:10,4/16/2021 10:33,
Gaming,0:25,4/16/2021 9:45,4/16/2021 10:10,
"""Reading""",0:11,4/16/2021 9:33,4/16/2021 9:45,
Gaming,0:22,4/16/2021 9:10,4/16/2021 9:33,
Internet,0:46,4/16/2021 8:24,4/16/2021 9:10,
Meeting,2:23,4/16/2021 6:00,4/16/2021 8:24,
Thesis,0:50,4/16/2021 5:10,4/16/2021 6:00,
Eat,0:15,4/16/2021 4:55,4/16/2021 5:10,
Shop,0:15,4/16/2021 4:40,4/16/2021 4:55,
Transport,0:13,4/16/2021 4:26,4/16/2021 4:40,
Internet,0:00,4/16/2021 4:26,4/16/2021 4:26,
Getting Ready,1:16,4/16/2021 3:10,4/16/2021 4:26,
Internet,0:30,4/16/2021 2:40,4/16/2021 3:10,
Sleep-ternet,1:17,4/16/2021 1:22,4/16/2021 2:40,
Sleep,8:12,4/15/2021 17:10,4/16/2021 1:22,
Sleep-ternet,0:24,4/15/2021 16:45,4/15/2021 17:10,
Thesis,0:30,4/15/2021 16:15,4/15/2021 16:45,
Getting Ready,0:11,4/15/2021 16:03,4/15/2021 16:15,
Internet,0:28,4/15/2021 15:35,4/15/2021 16:03,
Linda,1:51,4/15/2021 13:43,4/15/2021 15:35,
Thesis,0:17,4/15/2021 13:25,4/15/2021 13:43,
Thesis,1:55,4/15/2021 11:30,4/15/2021 13:25,
Gaming,0:43,4/15/2021 10:47,4/15/2021 11:30,
Eat,0:17,4/15/2021 10:29,4/15/2021 10:47,
Shop,0:00,4/15/2021 10:29,4/15/2021 10:29,
Transport,0:37,4/15/2021 9:52,4/15/2021 10:29,
Internet,0:09,4/15/2021 9:42,4/15/2021 9:52,
Thesis,1:02,4/15/2021 8:40,4/15/2021 9:42,
Eat,0:19,4/15/2021 8:20,4/15/2021 8:40,
Thesis,1:35,4/15/2021 6:45,4/15/2021 8:20,
Gaming,0:47,4/15/2021 5:57,4/15/2021 6:45,
Internet,0:02,4/15/2021 5:55,4/15/2021 5:57,
Thesis,0:30,4/15/2021 5:25,4/15/2021 5:55,
"""Reading""",0:13,4/15/2021 5:12,4/15/2021 5:25,
Thesis,0:49,4/15/2021 4:22,4/15/2021 5:12,
Thesis,0:10,4/15/2021 4:12,4/15/2021 4:22,
Internet,0:45,4/15/2021 3:27,4/15/2021 4:12,
Gaming,0:27,4/15/2021 3:00,4/15/2021 3:27,
Thesis,0:40,4/15/2021 2:19,4/15/2021 3:00,
Thesis,0:25,4/15/2021 1:54,4/15/2021 2:19,
Gaming,0:25,4/15/2021 1:29,4/15/2021 1:54,
Internet,0:19,4/15/2021 1:10,4/15/2021 1:29,
Sleep-ternet,0:09,4/15/2021 1:00,4/15/2021 1:10,
Sleep,6:30,4/14/2021 18:30,4/15/2021 1:00,
Sleep-ternet,0:08,4/14/2021 18:21,4/14/2021 18:30,
Getting Ready,0:07,4/14/2021 18:14,4/14/2021 18:21,
Sleep-ternet,0:32,4/14/2021 17:42,4/14/2021 18:14,
Thesis,2:12,4/14/2021 15:30,4/14/2021 17:42,
Internet,0:15,4/14/2021 15:14,4/14/2021 15:30,
Friends,0:00,4/14/2021 15:14,4/14/2021 15:14,
Thesis,2:13,4/14/2021 13:00,4/14/2021 15:14,
Eat,0:15,4/14/2021 12:45,4/14/2021 13:00,
Internet,1:35,4/14/2021 11:10,4/14/2021 12:45,
"""Reading""",0:16,4/14/2021 10:53,4/14/2021 11:10,
Admin,0:28,4/14/2021 10:25,4/14/2021 10:53,
Internet,0:00,4/14/2021 10:25,4/14/2021 10:25,
Gaming,1:01,4/14/2021 9:24,4/14/2021 10:25,
Eat,0:22,4/14/2021 9:01,4/14/2021 9:24,
Transport,0:16,4/14/2021 8:44,4/14/2021 9:01,
Internet,0:12,4/14/2021 8:32,4/14/2021 8:44,
Gaming,1:44,4/14/2021 6:47,4/14/2021 8:32,
Internet,1:35,4/14/2021 5:11,4/14/2021 6:47,
Getting Ready,0:28,4/14/2021 4:43,4/14/2021 5:11,
Thesis,0:20,4/14/2021 4:23,4/14/2021 4:43,
Internet,0:46,4/14/2021 3:36,4/14/2021 4:23,
Eat,0:13,4/14/2021 3:23,4/14/2021 3:36,
Sleep-ternet,0:48,4/14/2021 2:34,4/14/2021 3:23,
Sleep,7:34,4/13/2021 19:00,4/14/2021 2:34,
Sleep-ternet,1:14,4/13/2021 17:45,4/13/2021 19:00,
Sleep,0:09,4/13/2021 17:36,4/13/2021 17:45,
Sleep-ternet,2:21,4/13/2021 15:15,4/13/2021 17:36,
Thesis,0:17,4/13/2021 14:57,4/13/2021 15:15,
Eat,0:10,4/13/2021 14:47,4/13/2021 14:57,
Linda,2:37,4/13/2021 12:10,4/13/2021 14:47,
Thesis,0:15,4/13/2021 11:55,4/13/2021 12:10,
Internet,0:06,4/13/2021 11:48,4/13/2021 11:55,
Eat,0:14,4/13/2021 11:33,4/13/2021 11:48,
Admin,0:14,4/13/2021 11:19,4/13/2021 11:33,
Internet,0:11,4/13/2021 11:08,4/13/2021 11:19,
"""Reading""",0:14,4/13/2021 10:53,4/13/2021 11:08,
Thesis,2:31,4/13/2021 8:21,4/13/2021 10:53,
Internet,0:21,4/13/2021 8:00,4/13/2021 8:21,
Eat,0:10,4/13/2021 7:50,4/13/2021 8:00,
Shop,0:10,4/13/2021 7:40,4/13/2021 7:50,
Transport,0:17,4/13/2021 7:23,4/13/2021 7:40,
Internet,0:20,4/13/2021 7:02,4/13/2021 7:23,
Thesis,3:24,4/13/2021 3:37,4/13/2021 7:02,
Getting Ready,0:20,4/13/2021 3:17,4/13/2021 3:37,
Eat,0:16,4/13/2021 3:00,4/13/2021 3:17,
Sleep-ternet,1:04,4/13/2021 1:56,4/13/2021 3:00,
Sleep,7:58,4/12/2021 17:57,4/13/2021 1:56,
Sleep-ternet,0:58,4/12/2021 16:58,4/12/2021 17:57,
Getting Ready,0:08,4/12/2021 16:50,4/12/2021 16:58,
Thesis,2:10,4/12/2021 14:39,4/12/2021 16:50,
"""Reading""",0:22,4/12/2021 14:17,4/12/2021 14:39,
Thesis,0:46,4/12/2021 13:30,4/12/2021 14:17,
Internet,0:29,4/12/2021 13:01,4/12/2021 13:30,
Eat,0:17,4/12/2021 12:44,4/12/2021 13:01,
Housework,0:10,4/12/2021 12:34,4/12/2021 12:44,
Thesis,0:48,4/12/2021 11:45,4/12/2021 12:34,
Internet,0:04,4/12/2021 11:41,4/12/2021 11:45,
Admin,0:10,4/12/2021 11:31,4/12/2021 11:41,
Transport,0:22,4/12/2021 11:08,4/12/2021 11:31,
Thesis,2:27,4/12/2021 8:41,4/12/2021 11:08,
Internet,0:15,4/12/2021 8:26,4/12/2021 8:41,
Thesis,2:02,4/12/2021 6:23,4/12/2021 8:26,
Housework,0:43,4/12/2021 5:39,4/12/2021 6:23,
Internet,0:17,4/12/2021 5:22,4/12/2021 5:39,
Eat,0:07,4/12/2021 5:15,4/12/2021 5:22,
Internet,0:55,4/12/2021 4:20,4/12/2021 5:15,
"""Reading""",0:10,4/12/2021 4:10,4/12/2021 4:20,
Eat,0:15,4/12/2021 3:55,4/12/2021 4:10,
Shop,0:13,4/12/2021 3:42,4/12/2021 3:55,
Transport,0:16,4/12/2021 3:25,4/12/2021 3:42,
Getting Ready,0:00,4/12/2021 3:25,4/12/2021 3:25,
Sleep-ternet,1:24,4/12/2021 2:00,4/12/2021 3:25,
Sleep,8:19,4/11/2021 17:41,4/12/2021 2:00,
Sleep-ternet,0:24,4/11/2021 17:16,4/11/2021 17:41,
Internet,0:46,4/11/2021 16:30,4/11/2021 17:16,
Sleep-ternet,0:14,4/11/2021 16:15,4/11/2021 16:30,
"""Reading""",0:26,4/11/2021 15:49,4/11/2021 16:15,
Linda,3:34,4/11/2021 12:15,4/11/2021 15:49,
Sleep-ternet,0:47,4/11/2021 11:27,4/11/2021 12:15,
Linda,2:57,4/11/2021 8:30,4/11/2021 11:27,
Internet,2:09,4/11/2021 6:20,4/11/2021 8:30,
Sleep-ternet,1:47,4/11/2021 4:33,4/11/2021 6:20,
Internet,1:13,4/11/2021 3:20,4/11/2021 4:33,
"""Reading""",0:19,4/11/2021 3:00,4/11/2021 3:20,
Internet,0:05,4/11/2021 2:54,4/11/2021 3:00,
Sleep-ternet,0:23,4/11/2021 2:31,4/11/2021 2:54,
Sleep,7:33,4/10/2021 18:57,4/11/2021 2:31,
Sleep-ternet,0:06,4/10/2021 18:50,4/10/2021 18:57,
Sleep-ternet,0:13,4/10/2021 18:37,4/10/2021 18:50,
Getting Ready,0:18,4/10/2021 18:19,4/10/2021 18:37,
Internet,0:48,4/10/2021 17:30,4/10/2021 18:19,
Sport,0:25,4/10/2021 17:04,4/10/2021 17:30,
Entertainment,1:14,4/10/2021 15:50,4/10/2021 17:04,
Internet,3:14,4/10/2021 12:35,4/10/2021 15:50,
Eat,0:10,4/10/2021 12:25,4/10/2021 12:35,
Transport,0:09,4/10/2021 12:15,4/10/2021 12:25,
Shop,0:30,4/10/2021 11:45,4/10/2021 12:15,
Transport,0:06,4/10/2021 11:38,4/10/2021 11:45,
Sleep-ternet,1:43,4/10/2021 9:54,4/10/2021 11:38,
Eat,0:00,4/10/2021 9:54,4/10/2021 9:54,
Internet,0:00,4/10/2021 9:54,4/10/2021 9:54,
Housework,2:49,4/10/2021 7:05,4/10/2021 9:54,
Admin,0:35,4/10/2021 6:30,4/10/2021 7:05,
Housework,0:20,4/10/2021 6:09,4/10/2021 6:30,
Sleep-ternet,1:38,4/10/2021 4:30,4/10/2021 6:09,
Eat,0:15,4/10/2021 4:15,4/10/2021 4:30,
"""Reading""",0:18,4/10/2021 3:56,4/10/2021 4:15,
Sleep-ternet,0:56,4/10/2021 3:00,4/10/2021 3:56,
Sleep,7:17,4/9/2021 19:42,4/10/2021 3:00,
Sleep-ternet,0:51,4/9/2021 18:51,4/9/2021 19:42,
Thesis,0:15,4/9/2021 18:35,4/9/2021 18:51,
Thesis,2:34,4/9/2021 16:00,4/9/2021 18:35,
Entertainment,1:25,4/9/2021 14:35,4/9/2021 16:00,
Eat,1:04,4/9/2021 13:30,4/9/2021 14:35,
Internet,1:46,4/9/2021 11:44,4/9/2021 13:30,
Linda,0:47,4/9/2021 10:56,4/9/2021 11:44,
Eat,0:00,4/9/2021 10:56,4/9/2021 10:56,
Transport,0:52,4/9/2021 10:03,4/9/2021 10:56,
Sleep-ternet,1:13,4/9/2021 8:49,4/9/2021 10:03,
Sleep-ternet,0:00,4/9/2021 8:49,4/9/2021 8:49,
"""Reading""",0:15,4/9/2021 8:34,4/9/2021 8:49,
Sleep-ternet,1:02,4/9/2021 7:32,4/9/2021 8:34,
Eat,0:05,4/9/2021 7:27,4/9/2021 7:32,
Meeting,1:31,4/9/2021 5:55,4/9/2021 7:27,
Shop,0:10,4/9/2021 5:45,4/9/2021 5:55,
Transport,0:08,4/9/2021 5:36,4/9/2021 5:45,
Sleep-ternet,1:20,4/9/2021 4:16,4/9/2021 5:36,
"""Reading""",0:00,4/9/2021 4:16,4/9/2021 4:16,
Internet,0:12,4/9/2021 4:03,4/9/2021 4:16,
Sleep-ternet,0:43,4/9/2021 3:19,4/9/2021 4:03,
Internet,0:53,4/9/2021 2:26,4/9/2021 3:19,
Eat,0:11,4/9/2021 2:15,4/9/2021 2:26,
Sleep-ternet,1:53,4/9/2021 0:21,4/9/2021 2:15,
Sleep,6:47,4/8/2021 17:34,4/9/2021 0:21,
Sleep-ternet,0:48,4/8/2021 16:45,4/8/2021 17:34,
Thesis,4:44,4/8/2021 12:00,4/8/2021 16:45,
Housework,2:27,4/8/2021 9:32,4/8/2021 12:00,
Makin'/Fixin',0:27,4/8/2021 9:05,4/8/2021 9:32,
Sleep-ternet,0:43,4/8/2021 8:21,4/8/2021 9:05,
Thesis,0:09,4/8/2021 8:11,4/8/2021 8:21,
Eat,0:51,4/8/2021 7:20,4/8/2021 8:11,
Thesis,1:05,4/8/2021 6:15,4/8/2021 7:20,
Internet,0:35,4/8/2021 5:40,4/8/2021 6:15,
"""Reading""",0:15,4/8/2021 5:24,4/8/2021 5:40,
Internet,0:56,4/8/2021 4:27,4/8/2021 5:24,
Shop,0:00,4/8/2021 4:27,4/8/2021 4:27,
Eat,0:00,4/8/2021 4:27,4/8/2021 4:27,
Transport,1:07,4/8/2021 3:19,4/8/2021 4:27,
Sleep-ternet,2:17,4/8/2021 1:02,4/8/2021 3:19,
Sleep,7:17,4/7/2021 17:45,4/8/2021 1:02,
Sleep-ternet,0:51,4/7/2021 16:53,4/7/2021 17:45,
Thesis,0:37,4/7/2021 16:15,4/7/2021 16:53,
Linda,1:30,4/7/2021 14:45,4/7/2021 16:15,
Internet,2:00,4/7/2021 12:45,4/7/2021 14:45,
Thesis,3:14,4/7/2021 9:30,4/7/2021 12:45,
"""Reading""",0:22,4/7/2021 9:07,4/7/2021 9:30,
Sleep-ternet,2:36,4/7/2021 6:31,4/7/2021 9:07,
Internet,3:35,4/7/2021 2:55,4/7/2021 6:31,
Sleep-ternet,1:07,4/7/2021 1:48,4/7/2021 2:55,
Sleep-ternet,1:05,4/7/2021 0:43,4/7/2021 1:48,
Sleep,6:45,4/6/2021 17:57,4/7/2021 0:43,
Sleep-ternet,1:06,4/6/2021 16:51,4/6/2021 17:57,
Linda,2:50,4/6/2021 14:00,4/6/2021 16:51,
Internet,1:53,4/6/2021 12:06,4/6/2021 14:00,
Sleep-ternet,0:26,4/6/2021 11:40,4/6/2021 12:06,
"""Reading""",0:15,4/6/2021 11:24,4/6/2021 11:40,
Internet,1:59,4/6/2021 9:25,4/6/2021 11:24,
Eat,0:15,4/6/2021 9:10,4/6/2021 9:25,
Transport,0:14,4/6/2021 8:56,4/6/2021 9:10,
Shop,0:09,4/6/2021 8:46,4/6/2021 8:56,
Transport,0:17,4/6/2021 8:28,4/6/2021 8:46,
Work,2:37,4/6/2021 5:51,4/6/2021 8:28,
Sleep-ternet,1:15,4/6/2021 4:36,4/6/2021 5:51,
Eat,0:16,4/6/2021 4:20,4/6/2021 4:36,
Internet,1:15,4/6/2021 3:05,4/6/2021 4:20,
"""Reading""",0:14,4/6/2021 2:50,4/6/2021 3:05,
Internet,0:16,4/6/2021 2:33,4/6/2021 2:50,
Eat,0:08,4/6/2021 2:25,4/6/2021 2:33,
Shop,0:10,4/6/2021 2:15,4/6/2021 2:25,
Transport,0:18,4/6/2021 1:56,4/6/2021 2:15,
Sleep-ternet,0:59,4/6/2021 0:56,4/6/2021 1:56,
Sleep,7:56,4/5/2021 17:00,4/6/2021 0:56,
Sleep-ternet,1:12,4/5/2021 15:47,4/5/2021 17:00,
Linda,4:47,4/5/2021 11:00,4/5/2021 15:47,
Internet,1:49,4/5/2021 9:10,4/5/2021 11:00,
"""Reading""",0:19,4/5/2021 8:51,4/5/2021 9:10,
Eat,0:30,4/5/2021 8:20,4/5/2021 8:51,
Housework,1:45,4/5/2021 6:35,4/5/2021 8:20,
Internet,0:15,4/5/2021 6:20,4/5/2021 6:35,
Getting Ready,0:19,4/5/2021 6:00,4/5/2021 6:20,
Sleep-ternet,1:05,4/5/2021 4:54,4/5/2021 6:00,
Internet,0:12,4/5/2021 4:42,4/5/2021 4:54,
Nap,1:22,4/5/2021 3:20,4/5/2021 4:42,
Sleep-ternet,1:53,4/5/2021 1:26,4/5/2021 3:20,
Sleep,1:23,4/5/2021 0:03,4/5/2021 1:26,
Admin,0:00,4/5/2021 0:03,4/5/2021 0:03,
Friends,0:00,4/5/2021 0:03,4/5/2021 0:03,
Transport,0:00,4/5/2021 0:03,4/5/2021 0:03,
Sleep,5:32,4/4/2021 18:30,4/5/2021 0:03,
Sleep-ternet,1:48,4/4/2021 16:42,4/4/2021 18:30,
Entertainment,2:00,4/4/2021 14:41,4/4/2021 16:42,
Internet,3:02,4/4/2021 11:38,4/4/2021 14:41,
Eat,0:15,4/4/2021 11:23,4/4/2021 11:38,
Nap,1:43,4/4/2021 9:40,4/4/2021 11:23,
Sleep-ternet,2:26,4/4/2021 7:13,4/4/2021 9:40,
Thesis,0:38,4/4/2021 6:35,4/4/2021 7:13,
Internet,0:20,4/4/2021 6:15,4/4/2021 6:35,
Eat,0:45,4/4/2021 5:29,4/4/2021 6:15,
Getting Ready,0:19,4/4/2021 5:10,4/4/2021 5:29,
Internet,1:25,4/4/2021 3:45,4/4/2021 5:10,
Housework,1:40,4/4/2021 2:04,4/4/2021 3:45,
"""Reading""",0:19,4/4/2021 1:45,4/4/2021 2:04,
"""Reading""",0:00,4/4/2021 1:45,4/4/2021 1:45,
Eat,0:10,4/4/2021 1:35,4/4/2021 1:45,
Internet,0:25,4/4/2021 1:09,4/4/2021 1:35,
Sleep-ternet,0:24,4/4/2021 0:45,4/4/2021 1:09,
Sleep,7:00,4/3/2021 17:45,4/4/2021 0:45,
Sleep-ternet,0:34,4/3/2021 17:10,4/3/2021 17:45,
Gaming,0:23,4/3/2021 16:47,4/3/2021 17:10,
Internet,1:18,4/3/2021 15:28,4/3/2021 16:47,
Eat,0:31,4/3/2021 14:56,4/3/2021 15:28,
Transport,0:21,4/3/2021 14:35,4/3/2021 14:56,
Gaming,4:15,4/3/2021 10:20,4/3/2021 14:35,
Transport,0:26,4/3/2021 9:53,4/3/2021 10:20,
Shop,0:18,4/3/2021 9:35,4/3/2021 9:53,
Gaming,5:05,4/3/2021 4:30,4/3/2021 9:35,
Eat,0:15,4/3/2021 4:15,4/3/2021 4:30,
Shop,0:10,4/3/2021 4:05,4/3/2021 4:15,
Transport,0:18,4/3/2021 3:46,4/3/2021 4:05,
Sleep-ternet,0:41,4/3/2021 3:05,4/3/2021 3:46,
Eat,1:01,4/3/2021 2:03,4/3/2021 3:05,
"""Reading""",0:15,4/3/2021 1:47,4/3/2021 2:03,
Internet,0:08,4/3/2021 1:39,4/3/2021 1:47,
Sleep-ternet,0:52,4/3/2021 0:46,4/3/2021 1:39,
Sleep,8:00,4/2/2021 16:46,4/3/2021 0:46,
Sleep-ternet,0:51,4/2/2021 15:55,4/2/2021 16:46,
Internet,1:24,4/2/2021 14:30,4/2/2021 15:55,
"""Reading""",0:19,4/2/2021 14:11,4/2/2021 14:30,
Thesis,0:12,4/2/2021 13:59,4/2/2021 14:11,
Gaming,2:31,4/2/2021 11:27,4/2/2021 13:59,
Eat,0:15,4/2/2021 11:12,4/2/2021 11:27,
Sleep-ternet,2:20,4/2/2021 8:51,4/2/2021 11:12,
Thesis,1:21,4/2/2021 7:30,4/2/2021 8:51,
Getting Ready,0:15,4/2/2021 7:15,4/2/2021 7:30,
Internet,1:39,4/2/2021 5:35,4/2/2021 7:15,
Gaming,1:05,4/2/2021 4:30,4/2/2021 5:35,
Sleep-ternet,0:27,4/2/2021 4:02,4/2/2021 4:30,
Gaming,0:21,4/2/2021 3:40,4/2/2021 4:02,
Sleep-ternet,0:51,4/2/2021 2:49,4/2/2021 3:40,
Internet,0:43,4/2/2021 2:05,4/2/2021 2:49,
Eat,0:15,4/2/2021 1:50,4/2/2021 2:05,
"""Reading""",0:13,4/2/2021 1:36,4/2/2021 1:50,
Sleep-ternet,0:22,4/2/2021 1:14,4/2/2021 1:36,
Sleep,7:34,4/1/2021 17:40,4/2/2021 1:14,
Sleep-ternet,0:48,4/1/2021 16:51,4/1/2021 17:40,
Gaming,0:50,4/1/2021 16:00,4/1/2021 16:51,
Eat,1:21,4/1/2021 14:39,4/1/2021 16:00,
Thesis,2:09,4/1/2021 12:30,4/1/2021 14:39,
Gaming,1:08,4/1/2021 11:22,4/1/2021 12:30,
Internet,0:42,4/1/2021 10:40,4/1/2021 11:22,
Gaming,0:43,4/1/2021 9:56,4/1/2021 10:40,
Thesis,1:16,4/1/2021 8:40,4/1/2021 9:56,
Internet,0:21,4/1/2021 8:18,4/1/2021 8:40,
Gaming,1:09,4/1/2021 7:09,4/1/2021 8:18,
"""Reading""",0:19,4/1/2021 6:50,4/1/2021 7:09,
Thesis,0:49,4/1/2021 6:00,4/1/2021 6:50,
Eat,0:19,4/1/2021 5:41,4/1/2021 6:00,
Shop,0:09,4/1/2021 5:32,4/1/2021 5:41,
Transport,0:19,4/1/2021 5:13,4/1/2021 5:32,
Thesis,0:38,4/1/2021 4:34,4/1/2021 5:13,
Gaming,2:14,4/1/2021 2:20,4/1/2021 4:34,
Eat,0:21,4/1/2021 1:58,4/1/2021 2:20,
Getting Ready,0:15,4/1/2021 1:42,4/1/2021 1:58,
Sleep-ternet,0:00,4/1/2021 1:42,4/1/2021 1:42,
Thesis,0:12,4/1/2021 1:30,4/1/2021 1:42,
Sleep-ternet,1:15,4/1/2021 0:14,4/1/2021 1:30,
Sleep,5:23,3/31/2021 18:51,4/1/2021 0:14,
Sleep-ternet,0:20,3/31/2021 18:30,3/31/2021 18:51,
Thesis,0:45,3/31/2021 17:45,3/31/2021 18:30,
Linda,2:34,3/31/2021 15:10,3/31/2021 17:45,
Thesis,1:54,3/31/2021 13:15,3/31/2021 15:10,
"""Reading""",0:16,3/31/2021 12:59,3/31/2021 13:15,
Thesis,0:44,3/31/2021 12:15,3/31/2021 12:59,
Gaming,2:46,3/31/2021 9:28,3/31/2021 12:15,
Housework,0:48,3/31/2021 8:40,3/31/2021 9:28,
Gaming,2:35,3/31/2021 6:04,3/31/2021 8:40,
Eat,0:33,3/31/2021 5:31,3/31/2021 6:04,
Shop,0:07,3/31/2021 5:24,3/31/2021 5:31,
Transport,0:12,3/31/2021 5:11,3/31/2021 5:24,
Gaming,0:55,3/31/2021 4:16,3/31/2021 5:11,
Thesis,0:11,3/31/2021 4:05,3/31/2021 4:16,
Getting Ready,0:19,3/31/2021 3:45,3/31/2021 4:05,
Thesis,0:54,3/31/2021 2:50,3/31/2021 3:45,
Gaming,0:53,3/31/2021 1:57,3/31/2021 2:50,
Eat,0:24,3/31/2021 1:32,3/31/2021 1:57,
Sleep-ternet,1:02,3/31/2021 0:30,3/31/2021 1:32,
Sleep,8:10,3/30/2021 16:20,3/31/2021 0:30,
Sleep-ternet,0:10,3/30/2021 16:09,3/30/2021 16:20,
Thesis,0:22,3/30/2021 15:47,3/30/2021 16:09,
Linda,0:54,3/30/2021 14:52,3/30/2021 15:47,
Thesis,0:16,3/30/2021 14:36,3/30/2021 14:52,
Linda,0:22,3/30/2021 14:13,3/30/2021 14:36,
Thesis,0:13,3/30/2021 14:00,3/30/2021 14:13,
Gaming,0:35,3/30/2021 13:24,3/30/2021 14:00,
Thesis,2:08,3/30/2021 11:15,3/30/2021 13:24,
Housework,0:15,3/30/2021 11:00,3/30/2021 11:15,
"""Reading""",0:16,3/30/2021 10:43,3/30/2021 11:00,
Housework,0:06,3/30/2021 10:36,3/30/2021 10:43,
Thesis,1:16,3/30/2021 9:20,3/30/2021 10:36,
Internet,0:21,3/30/2021 8:58,3/30/2021 9:20,
Gaming,1:12,3/30/2021 7:45,3/30/2021 8:58,
Thesis,2:02,3/30/2021 5:42,3/30/2021 7:45,
Gaming,0:25,3/30/2021 5:17,3/30/2021 5:42,
Thesis,0:57,3/30/2021 4:20,3/30/2021 5:17,
Gaming,0:05,3/30/2021 4:14,3/30/2021 4:20,
Thesis,0:36,3/30/2021 3:38,3/30/2021 4:14,
Work,0:00,3/30/2021 3:38,3/30/2021 3:38,
Eat,0:15,3/30/2021 3:23,3/30/2021 3:38,
Internet,0:00,3/30/2021 3:23,3/30/2021 3:23,
"""Reading""",0:10,3/30/2021 3:12,3/30/2021 3:23,
Shop,0:06,3/30/2021 3:06,3/30/2021 3:12,
Transport,0:12,3/30/2021 2:54,3/30/2021 3:06,
Meeting,1:54,3/30/2021 1:00,3/30/2021 2:54,
Transport,0:12,3/30/2021 0:47,3/30/2021 1:00,
Getting Ready,0:00,3/30/2021 0:47,3/30/2021 0:47,
Sleep-ternet,0:44,3/30/2021 0:02,3/30/2021 0:47,
Sleep,4:32,3/29/2021 19:30,3/30/2021 0:02,
Sleep-ternet,2:08,3/29/2021 17:21,3/29/2021 19:30,
Internet,2:06,3/29/2021 15:15,3/29/2021 17:21,
Linda,3:15,3/29/2021 12:00,3/29/2021 15:15,
Gaming,5:10,3/29/2021 6:50,3/29/2021 12:00,
Shop,0:10,3/29/2021 6:40,3/29/2021 6:50,
Transport,0:10,3/29/2021 6:29,3/29/2021 6:40,
Getting Ready,0:00,3/29/2021 6:29,3/29/2021 6:29,
Gaming,1:43,3/29/2021 4:45,3/29/2021 6:29,
Meeting,0:46,3/29/2021 3:58,3/29/2021 4:45,
Sleep-ternet,0:34,3/29/2021 3:24,3/29/2021 3:58,
Sleep,1:09,3/29/2021 2:15,3/29/2021 3:24,
Sleep-ternet,0:11,3/29/2021 2:03,3/29/2021 2:15,
Sleep,0:48,3/29/2021 1:15,3/29/2021 2:03,
Sleep-ternet,0:15,3/29/2021 1:00,3/29/2021 1:15,
Sleep,0:30,3/29/2021 0:30,3/29/2021 1:00,
Sleep-ternet,0:39,3/28/2021 23:50,3/29/2021 0:30,
Sleep,7:00,3/28/2021 16:50,3/28/2021 23:50,
Sleep-ternet,0:23,3/28/2021 16:26,3/28/2021 16:50,
Linda,0:00,3/28/2021 16:26,3/28/2021 16:26,
